FECHA,KITENI,PS#1,PS#2,PS#3,PS#4
2014-02-06,56.0,1.8,11.6,40.7,3.0
2014-02-07,7.5,5.4,18.1,41.3,5.2
2014-02-08,25.0,25.8,50.4,8.0,15.2
2014-02-09,4.0,5.8,2.4,0.3,1.5
2014-02-10,40.2,77.7,28.7,1.2,5.5
2014-02-11,2.5,20.8,6.5,5.5,5.5
2014-02-12,0.5,1.8,16.0,9.77,0.8
2014-02-13,57.0,60.6,44.4,10.0,0.6
2014-02-14,48.0,18.6,24.5,8.6,8.2
2014-02-15,2.7,19.6,8.1,2.0,0.8
2014-02-16,17.75,0.4,0.4,2.4,5.2
2014-02-17,24.0,45.0,31.3,8.2,4.0
2014-02-18,2.4,23.05,3.5,6.8,3.6
2014-02-19,30.5,23.05,11.2,9.77,4.5
2014-02-20,66.0,19.9,55.5,2.6,4.5
2014-02-21,17.75,0.8,0.6,0.0,2.4
2014-02-22,39.1,64.1,53.2,11.6,4.2
2014-02-23,1.0,0.8,9.5,15.4,10.0
2014-02-24,16.0,10.7,12.6,20.0,17.0
2014-02-25,4.9,23.8,8.0,10.4,4.0
2014-02-26,1.5,5.2,0.3,21.6,12.8
2014-02-27,10.1,0.2,1.4,2.4,2.2
2014-02-28,36.2,103.5,3.3,19.6,4.1
2014-03-01,1.0,21.09,10.7,1.3,2.1
2014-03-02,2.0,4.2,10.8,3.8,3.7
2014-03-03,14.4,16.6,40.3,8.2,6.5
2014-03-04,17.0,65.4,6.2,6.4,4.1
2014-03-05,7.0,3.1,0.4,3.0,1.8
2014-03-06,9.8,0.3,1.1,8.4,3.0
2014-03-07,9.0,16.4,18.3,8.0,5.2
2014-03-08,21.0,62.3,8.2,8.2,6.4
2014-03-09,40.0,47.9,0.4,6.86,7.5
2014-03-10,6.0,4.0,10.0,0.4,5.31
2014-03-11,15.0,3.8,3.9,6.86,5.31
2014-03-12,81.0,44.2,15.1,8.2,5.4
2014-03-13,2.0,10.8,1.3,3.8,2.8
2014-03-14,2.4,0.4,23.3,33.5,15.4
2014-03-15,40.0,1.2,45.3,19.0,14.0
2014-03-16,0.5,7.2,23.0,6.6,1.2
2014-03-17,40.0,9.7,43.6,20.3,18.0
2014-03-18,26.0,27.4,10.2,27.5,22.2
2014-03-19,60.0,19.0,66.4,0.2,15.0
2014-03-20,2.5,2.8,6.3,6.0,8.0
2014-03-21,0.5,0.2,0.6,0.4,1.5
2014-03-22,18.0,45.9,60.6,13.4,4.5
2014-03-23,15.08,11.3,2.0,0.9,2.5
2014-03-24,15.08,21.09,1.8,6.3,0.2
2014-03-25,15.08,21.09,0.0,2.0,0.2
2014-03-26,19.5,21.6,23.4,6.8,8.8
2014-03-27,0.5,5.6,0.3,4.6,2.2
2014-03-28,1.0,8.1,16.5,1.2,2.5
2014-03-29,0.5,0.3,0.2,2.3,5.31
2014-03-30,14.0,21.09,32.8,6.86,5.31
2014-03-31,17.0,214.1,21.3,2.0,5.31
2014-04-01,3.5,0.2,1.0,1.0,2.39
2014-04-02,3.0,22.8,2.5,8.0,2.4
2014-04-03,4.81,0.2,0.2,2.0,2.0
2014-04-04,1.5,20.4,2.5,17.2,14.0
2014-04-05,2.5,2.0,17.4,16.8,15.0
2014-04-06,4.81,8.83,1.1,4.16,2.39
2014-04-07,1.5,8.83,1.2,4.16,2.39
2014-04-08,2.5,8.83,12.2,4.16,2.39
2014-04-09,20.4,51.3,25.5,25.0,6.0
2014-04-10,4.81,7.2,0.6,4.16,2.39
2014-04-11,2.6,8.0,1.2,2.2,6.6
2014-04-12,4.81,0.2,0.0,4.16,2.39
2014-04-13,49.3,11.8,41.3,13.2,7.0
2014-04-14,8.2,9.0,38.6,12.0,4.0
2014-04-15,0.1,8.83,3.2,0.8,0.2
2014-04-16,4.81,0.2,0.2,4.16,1.2
2014-04-17,2.5,8.83,1.3,4.16,2.39
2014-04-18,0.2,8.83,1.4,0.8,2.39
2014-04-19,4.81,5.8,1.3,4.16,2.39
2014-04-20,4.81,0.2,0.4,4.16,2.39
2014-04-21,4.81,0.2,16.5,4.16,1.8
2014-04-22,1.2,8.83,9.0,2.0,0.8
2014-04-23,4.81,8.83,0.2,4.16,2.39
2014-04-24,3.5,8.83,7.24,8.4,0.4
2014-04-25,17.5,2.1,7.24,5.8,0.8
2014-04-26,10.8,32.4,17.4,1.4,4.0
2014-04-27,4.81,0.4,0.3,4.16,2.39
2014-04-28,4.81,1.0,7.24,4.16,2.39
2014-04-29,11.2,89.4,17.5,2.2,2.2
2014-04-30,2.5,0.2,3.2,6.0,3.4
2014-05-01,4.17,4.6,0.2,1.64,1.26
2014-05-02,7.5,1.4,4.4,4.1,1.26
2014-05-03,3.0,5.28,32.2,1.64,1.0
2014-05-04,1.1,5.28,1.6,1.2,1.26
2014-05-05,12.0,10.6,15.1,1.4,1.1
2014-05-06,5.0,6.2,2.5,2.4,1.2
2014-05-07,16.2,41.2,9.2,8.0,2.8
2014-05-08,4.17,5.28,0.1,1.1,0.2
2014-05-09,26.9,9.2,5.0,1.64,0.2
2014-05-10,3.1,14.4,18.1,6.2,2.4
2014-05-11,4.17,0.4,0.6,2.0,1.0
2014-05-12,4.17,5.28,0.2,1.64,1.26
2014-05-13,4.17,5.28,0.2,1.6,3.2
2014-05-14,4.17,5.28,0.3,2.4,1.8
2014-05-15,4.17,21.2,0.8,7.0,4.2
2014-05-16,9.4,13.6,13.3,0.2,6.4
2014-05-17,4.17,5.28,0.1,0.2,0.4
2014-05-18,4.17,5.28,0.1,1.64,2.2
2014-05-19,12.9,5.28,1.0,3.2,2.6
2014-05-20,4.6,5.28,18.8,1.64,1.26
2014-05-21,0.9,1.0,9.6,6.4,3.8
2014-05-22,24.85,22.4,18.7,1.8,3.2
2014-05-23,2.0,1.0,7.2,1.8,1.4
2014-05-24,4.17,16.4,0.2,1.64,1.26
2014-05-25,4.17,0.2,5.17,1.64,1.26
2014-05-26,4.17,5.28,5.17,1.64,1.26
2014-05-27,4.17,5.28,5.17,1.64,1.26
2014-05-28,4.17,5.28,0.3,1.64,1.26
2014-05-29,4.17,5.28,0.1,1.64,1.26
2014-05-30,4.17,5.28,0.1,1.64,1.26
2014-05-31,4.17,5.28,0.3,1.64,1.26
2014-06-01,1.82,9.8,2.76,0.14,0.07
2014-06-02,5.0,9.8,5.3,0.14,0.07
2014-06-03,1.82,18.2,1.3,0.14,0.07
2014-06-04,1.82,9.8,0.8,0.14,0.07
2014-06-05,1.82,2.4,2.76,0.14,0.07
2014-06-06,1.82,5.8,2.76,0.14,0.07
2014-06-07,1.2,9.8,1.8,0.14,0.07
2014-06-08,1.82,9.8,2.76,0.14,0.07
2014-06-09,22.6,9.8,16.6,0.14,0.07
2014-06-10,2.7,26.4,4.2,0.14,0.07
2014-06-11,0.1,1.6,2.0,0.14,0.07
2014-06-12,1.82,49.6,2.76,0.14,0.07
2014-06-13,1.0,4.6,1.3,0.14,0.07
2014-06-14,1.82,52.4,0.2,0.14,0.07
2014-06-15,12.0,0.4,0.2,0.14,0.07
2014-06-16,1.82,4.4,8.0,0.14,0.07
2014-06-17,1.82,9.8,2.0,4.0,2.1
2014-06-18,1.82,9.8,0.1,0.14,0.07
2014-06-19,1.82,9.8,0.2,0.14,0.07
2014-06-20,1.82,9.8,0.2,0.14,0.07
2014-06-21,1.82,9.8,2.76,0.14,0.07
2014-06-22,1.82,9.8,0.2,0.14,0.07
2014-06-23,1.82,9.8,2.76,0.14,0.07
2014-06-24,1.82,9.8,2.76,0.14,0.07
2014-06-25,1.82,9.8,19.2,0.14,0.07
2014-06-26,1.0,0.6,0.2,0.14,0.07
2014-06-27,1.5,9.8,1.7,0.14,0.07
2014-06-28,4.2,120.0,8.0,0.14,0.07
2014-06-29,2.8,7.0,9.2,0.14,0.07
2014-06-30,0.6,0.7,0.1,0.2,0.2
2014-07-01,1.14,1.3,3.81,1.71,0.91
2014-07-02,1.14,1.3,3.81,0.8,0.2
2014-07-03,1.14,1.3,1.7,2.0,1.8
2014-07-04,1.14,1.3,3.81,1.0,0.6
2014-07-05,1.14,1.3,3.81,0.2,0.2
2014-07-06,1.14,1.3,3.81,0.2,0.8
2014-07-07,1.14,4.8,22.1,0.6,3.6
2014-07-08,22.32,0.4,18.6,1.6,1.4
2014-07-09,1.14,0.2,0.4,1.8,0.91
2014-07-10,0.1,1.3,1.4,1.71,0.91
2014-07-11,5.2,1.3,0.1,1.71,0.91
2014-07-12,0.3,1.3,3.81,1.71,0.91
2014-07-13,1.14,1.3,0.1,1.71,0.91
2014-07-14,1.14,1.3,3.81,1.71,0.91
2014-07-15,1.14,1.3,3.81,1.71,0.91
2014-07-16,1.14,1.3,3.81,1.71,0.91
2014-07-17,1.14,1.3,3.81,1.71,0.91
2014-07-18,1.14,25.4,3.81,1.71,0.91
2014-07-19,2.4,0.4,6.4,6.0,2.0
2014-07-20,1.14,1.3,1.2,1.71,0.91
2014-07-21,1.14,1.3,6.5,1.3,2.5
2014-07-22,0.2,0.1,8.6,0.4,0.2
2014-07-23,0.3,0.4,7.3,1.71,0.4
2014-07-24,1.14,1.3,1.6,0.8,2.0
2014-07-25,2.4,6.0,5.4,8.0,6.4
2014-07-26,1.8,0.8,3.1,1.71,0.91
2014-07-27,0.2,1.2,27.5,1.6,0.8
2014-07-28,1.14,0.2,3.4,1.71,0.91
2014-07-29,0.2,0.2,2.7,27.0,5.6
2014-07-30,1.14,0.2,0.2,1.71,0.91
2014-07-31,1.14,1.3,3.81,1.71,0.91
2014-08-01,1.23,2.82,0.2,2.43,1.31
2014-08-02,1.23,2.82,0.0,0.6,0.4
2014-08-03,0.1,2.82,0.0,0.2,0.2
2014-08-04,1.23,2.82,0.0,2.43,1.31
2014-08-05,1.23,2.82,0.0,0.4,0.8
2014-08-06,2.2,0.4,0.0,0.4,0.2
2014-08-07,10.0,3.8,43.0,0.6,0.4
2014-08-08,23.3,2.8,22.5,7.6,8.2
2014-08-09,0.9,0.3,5.0,31.0,2.8
2014-08-10,1.23,2.82,0.5,2.43,1.31
2014-08-11,1.23,2.82,0.0,0.2,0.2
2014-08-12,1.23,2.82,0.8,2.43,1.31
2014-08-13,1.23,2.82,14.8,2.43,1.31
2014-08-14,1.23,49.0,2.6,4.0,1.0
2014-08-15,1.23,0.1,2.0,2.43,1.31
2014-08-16,1.23,2.82,0.0,2.43,1.31
2014-08-17,1.3,2.82,0.0,2.43,1.31
2014-08-18,1.23,2.82,0.0,2.43,1.9
2014-08-19,1.23,2.82,0.2,2.43,1.31
2014-08-20,1.23,2.82,0.0,6.0,2.0
2014-08-21,1.23,2.82,0.0,2.43,1.31
2014-08-22,1.23,2.82,0.0,2.43,1.31
2014-08-23,1.23,2.82,0.0,2.43,1.31
2014-08-24,1.23,2.82,0.0,2.43,1.31
2014-08-25,1.23,2.82,0.0,2.43,1.31
2014-08-26,0.2,31.2,6.4,2.43,1.31
2014-08-27,0.1,2.82,0.0,2.43,1.31
2014-08-28,0.1,2.82,0.4,2.43,5.0
2014-08-29,1.23,2.82,0.4,8.4,10.1
2014-08-30,1.23,2.82,2.1,13.2,7.7
2014-08-31,1.23,2.82,14.2,3.0,1.31
2014-09-01,1.8,3.12,0.4,1.0,2.06
2014-09-02,5.33,3.12,2.8,2.33,2.06
2014-09-03,2.9,3.12,16.2,2.33,2.06
2014-09-04,18.5,3.12,3.3,2.33,2.06
2014-09-05,7.4,4.6,9.6,2.33,0.4
2014-09-06,0.4,0.3,2.8,0.5,0.4
2014-09-07,0.2,3.12,2.8,2.33,2.06
2014-09-08,5.33,3.12,2.8,2.33,2.06
2014-09-09,5.33,3.12,2.8,2.33,2.06
2014-09-10,5.33,3.12,2.8,2.33,2.06
2014-09-11,18.0,18.2,0.1,2.5,2.06
2014-09-12,31.1,3.12,15.5,2.33,1.5
2014-09-13,0.2,3.12,2.8,1.1,2.06
2014-09-14,6.2,3.12,3.2,2.33,2.06
2014-09-15,5.33,8.6,15.0,2.33,2.06
2014-09-16,0.9,0.4,1.2,15.3,3.3
2014-09-17,5.33,3.12,2.8,2.33,2.06
2014-09-18,5.33,3.12,2.8,7.4,5.1
2014-09-19,5.33,3.12,2.8,0.2,7.0
2014-09-20,5.33,3.12,2.8,2.33,2.06
2014-09-21,4.9,3.2,1.6,20.1,2.0
2014-09-22,3.0,3.12,2.8,6.1,3.1
2014-09-23,5.33,3.12,2.8,1.3,0.3
2014-09-24,2.0,1.6,10.2,0.3,4.1
2014-09-25,5.33,3.12,2.8,1.3,3.4
2014-09-26,61.6,34.5,4.8,4.9,16.3
2014-09-27,0.6,22.1,2.8,3.8,2.0
2014-09-28,5.33,3.12,2.4,2.33,11.0
2014-09-29,0.2,0.2,0.6,4.3,2.06
2014-09-30,5.33,3.12,2.8,2.33,2.0
2014-10-01,2.98,4.33,0.2,3.26,2.1
2014-10-02,0.3,4.33,0.6,0.5,2.1
2014-10-03,9.4,4.33,0.3,3.26,0.3
2014-10-04,0.4,4.33,3.37,3.26,0.1
2014-10-05,0.6,4.33,3.37,3.26,1.3
2014-10-06,2.98,0.1,3.37,1.5,2.5
2014-10-07,0.2,14.1,1.0,2.5,2.0
2014-10-08,28.6,4.33,49.2,4.0,5.0
2014-10-09,8.5,1.4,14.5,6.0,2.1
2014-10-10,0.8,1.0,0.8,3.26,3.5
2014-10-11,0.4,3.8,0.2,1.5,1.5
2014-10-12,3.3,0.5,1.6,23.0,13.2
2014-10-13,2.2,0.1,2.0,3.26,1.3
2014-10-14,2.98,4.33,3.37,3.26,2.1
2014-10-15,2.98,1.0,1.0,3.26,2.1
2014-10-16,2.98,13.5,2.0,0.8,0.5
2014-10-17,2.98,4.33,3.37,3.26,2.1
2014-10-18,2.98,4.33,3.37,2.2,2.2
2014-10-19,2.98,4.33,3.37,21.2,10.6
2014-10-20,2.98,4.33,3.37,2.4,5.2
2014-10-21,2.98,4.33,1.2,4.2,3.0
2014-10-22,0.4,4.33,0.3,14.6,8.0
2014-10-23,2.98,10.0,3.37,5.2,1.0
2014-10-24,2.98,4.33,0.1,2.4,2.1
2014-10-25,23.8,35.0,14.6,2.1,2.1
2014-10-26,2.98,0.1,3.37,1.8,0.7
2014-10-27,2.98,0.1,3.37,0.8,1.6
2014-10-28,2.0,4.33,3.5,4.0,1.8
2014-10-29,8.6,0.4,1.8,3.26,2.1
2014-10-30,2.98,4.33,3.3,3.26,2.1
2014-10-31,3.0,53.4,6.5,0.4,2.1
2014-11-01,4.58,2.6,0.4,1.8,1.4
2014-11-02,4.58,45.6,0.6,10.8,5.0
2014-11-03,0.2,16.22,0.6,2.2,0.4
2014-11-04,1.0,1.0,7.8,0.2,0.2
2014-11-05,2.1,2.9,11.2,1.6,1.99
2014-11-06,2.9,2.4,3.1,26.8,14.8
2014-11-07,4.58,0.8,1.0,2.6,1.99
2014-11-08,4.58,16.22,0.2,3.25,1.99
2014-11-09,12.6,1.1,2.6,12.4,1.8
2014-11-10,0.2,16.22,4.56,3.25,1.99
2014-11-11,2.8,16.22,2.0,9.8,13.5
2014-11-12,2.0,4.0,0.4,3.25,0.5
2014-11-13,33.6,21.7,22.8,3.25,1.99
2014-11-14,14.4,93.4,21.2,3.25,1.99
2014-11-15,2.6,18.6,3.2,13.8,8.3
2014-11-16,4.58,1.7,4.56,4.3,2.1
2014-11-17,0.2,16.22,4.56,7.0,5.4
2014-11-18,4.58,16.22,4.56,0.8,5.3
2014-11-19,0.2,16.22,1.2,3.25,1.99
2014-11-20,5.0,65.4,4.56,3.25,1.1
2014-11-21,0.1,1.1,1.2,3.25,1.99
2014-11-22,4.58,16.22,0.5,3.6,1.99
2014-11-23,44.1,58.1,16.0,3.25,1.99
2014-11-24,0.6,5.2,0.5,3.25,1.99
2014-11-25,4.58,5.0,4.5,3.25,1.99
2014-11-26,4.58,3.4,1.2,3.25,1.99
2014-11-27,0.4,62.0,2.8,3.25,1.99
2014-11-28,11.4,90.5,31.4,3.25,1.99
2014-11-29,1.0,0.2,0.2,3.25,1.99
2014-11-30,4.58,16.22,0.4,3.25,1.99
2014-12-01,49.7,2.4,11.0,6.0,5.53
2014-12-02,0.2,12.7,0.4,0.0,5.53
2014-12-03,5.6,59.4,0.4,11.4,2.0
2014-12-04,4.8,0.2,17.6,22.6,32.0
2014-12-05,1.6,18.68,19.5,6.4,6.4
2014-12-06,9.2,18.68,28.0,6.3,5.53
2014-12-07,10.0,18.68,3.0,6.3,9.0
2014-12-08,0.2,1.0,0.6,6.0,5.53
2014-12-09,8.0,0.2,30.0,4.0,9.0
2014-12-10,43.0,6.4,103.1,6.3,5.53
2014-12-11,1.1,34.6,109.2,4.0,7.0
2014-12-12,0.1,12.2,2.2,6.0,5.53
2014-12-13,3.7,0.7,3.5,6.3,5.53
2014-12-14,31.3,97.8,66.0,4.2,5.0
2014-12-15,10.13,3.6,11.5,6.3,2.0
2014-12-16,21.6,49.7,55.2,28.3,12.0
2014-12-17,9.1,8.8,107.7,6.3,4.3
2014-12-18,36.7,12.4,93.3,18.0,15.3
2014-12-19,11.5,35.9,6.7,4.6,10.3
2014-12-20,0.3,20.0,4.1,0.3,4.6
2014-12-21,10.13,5.0,2.6,6.3,5.53
2014-12-22,7.8,80.0,18.6,6.3,5.53
2014-12-23,6.3,2.6,5.7,4.3,1.9
2014-12-24,19.5,0.5,159.0,32.1,4.1
2014-12-25,0.3,3.4,5.8,2.5,3.1
2014-12-26,4.8,113.9,10.8,11.5,16.0
2014-12-27,0.2,0.1,12.2,6.3,3.0
2014-12-28,0.6,0.0,10.5,4.6,9.0
2014-12-29,9.5,3.2,42.9,9.2,7.2
2014-12-30,6.0,18.68,66.0,2.0,5.53
2014-12-31,11.6,12.5,17.4,7.6,8.3
