Fecha,Obrador Kiteni,PS#1,KP 007+400,KP 018+000,KP 030+000,KP 040+000,KP 043+600,KP 046+100,KP 050+000,KP 057+000,KP 064+000,KP 071+000,KP 082+000,KP 090+000,KP 095+000,PS#2,KP 184+039,PS#3,PS#4/XV10007,Mes,KP 127+000,KP 181+900,KP 142+000,Ruptura
2023-05-24,0.6,0.2,0.0,0.0,0.0,4.0,0,0.0,0.0,2.2,0.0,0.0,3.0,0.0,0.0,8.4,0,0.0,0.0,2023-05,,,,0
2023-05-25,0.2,0.0,0.0,2.0,0.0,7.4,0,14.0,17.4,18.2,1.2,1.4,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-05,,,,0
2023-05-26,45.0,0.0,0.0,0.0,0.0,49.9,0,106.5,18.5,26.4,3.8,4.0,4.0,0.0,0.0,8.0,0,0.0,0.0,2023-05,,,,0
2023-05-27,34.0,2.0,0.0,1.0,32.2,54.2,0,50.5,61.5,46.2,12.4,20.0,8.0,0.0,0.0,12.4,0,0.0,0.0,2023-05,,,,0
2023-05-28,2.0,17.1,64.2,71.0,67.0,34.3,0,31.5,25.2,36.4,25.2,30.6,12.0,0.0,0.0,23.0,0,0.0,0.0,2023-05,,,,0
2023-05-29,0.0,2.0,0.0,1.0,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.8,0,0.0,0.0,2023-05,,,,0
2023-05-30,2.1,0.0,0.0,1.0,8.0,29.3,0,10.5,0.0,14.600000000000001,0.0,0.0,0.0,0.0,0.0,1.4,0,0.0,0.0,2023-05,,,,0
2023-05-31,3.0,0.0,0.0,11.0,24.2,8.5,0,18.5,9.0,21.5,1.6,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,2023-05,,,,0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.2,20.2,0.0,0.0,10.0,0.0,0.0,0.2,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-02,0.0,0.0,0.0,0.0,0.0,1.0,0,2.5,6.2,10.4,0.0,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-07,0.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-08,0.0,0.0,0.0,0.0,10.0,1.0,0,6.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-10,0.0,2.1,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-11,0.0,2.6,11.0,7.9,6.0,8.0,0,38.0,23.0,10.0,6.0,0.0,2.0,0.0,0.0,15.3,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-12,0.0,12.350000000000001,18.0,8.4,10.2,25.0,0,6.0,2.8,0.0,3.0,0.0,4.3,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-13,20.0,91.6,57.0,58.0,36.0,39.0,0,54.0,41.0,21.3,7.0,6.0,13.5,0.0,0.0,4.8,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-14,38.5,6.7,9.0,10.5,6.5,7.0,0,16.0,30.2,67.0,36.0,28.0,41.3,0.0,0.0,20.3,0,1.524,3.0,2023-06,0.0,0.0,,0
2023-06-15,0.0,1.2,2.0,0.0,2.3,5.0,0,5.0,15.0,5.0,0.0,2.0,5.300000000000001,0.0,0.0,0.3,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-16,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-17,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-18,0.0,0.0,0.0,0.0,0.0,0.2,0,2.0,2.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-19,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,3.3,9.0,0.0,0.0,0.0,0.0,0.8,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-21,0.0,0.2,0.0,0.0,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,0.4,3.2,1.2,2.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.2,6.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-26,0.0,0.0,0.0,0.0,0.0,13.3,0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-27,0.0,0.0,0.0,3.0,10.4,12.0,0,9.3,7.0,10.4,13.2,25.2,0.0,0.0,0.0,1.6,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-28,0.0,7.3999999999999995,0.0,0.0,30.599999999999998,43.3,0,25.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-29,2.5,32.9,20.0,49.0,6.2,8.0,0,9.0,9.0,16.2,7.2,38.0,3.0,0.0,0.0,4.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-06-30,0.1,30.9,21.0,3.0,4.2,3.0,0,1.5,1.0,10.2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-06,0.0,0.0,,0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-01,0.3,0.3,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-02,0.0,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-03,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.4,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-06,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-08,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-09,0.0,16.8,12.0,10.0,3.0,0.0,0,3.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-10,0.0,3.0,0.0,0.0,1.0,10.0,0,7.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-11,0.3,5.0,12.0,12.0,16.0,18.0,0,6.0,25.1,34.0,5.0,6.0,9.3,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-12,0.0,0.0,0.0,0.0,4.0,41.0,0,38.0,38.6,10.0,10.0,0.0,5.3,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-13,0.0,0.0,10.0,20.0,7.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-14,0.0,0.0,0.0,15.0,9.0,17.0,0,10.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.8,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-15,0.0,0.0,0.0,0.0,0.0,7.5,0,5.0,13.8,9.6,13.0,14.0,1.1,0.0,0.0,40.6,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-16,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-17,0.0,0.0,0.0,0.0,0.0,3.0,0,20.5,44.1,45.0,17.4,23.2,0.0,0.0,0.0,1.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.2,6.2,0.0,0.0,6.2,0.0,0.0,7.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,2.3,0.0,0.0,0.0,2.5,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-20,0.0,0.0,0.0,0.0,34.0,0.0,0,12.0,0.0,9.0,3.0,6.3,4.0,0.0,0.0,0.4,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-21,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,37.0,15.8,21.4,7.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-25,0.0,3.6,0.0,0.0,2.2,2.3,0,5.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-26,0.0,7.8,7.0,4.5,0.0,3.2,0,0.0,8.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-27,2.0,66.8,38.0,85.0,38.0,10.4,0,14.0,12.0,8.4,2.4,0.0,0.0,0.0,0.0,12.6,0,0.0,0.0,2023-07,0.0,0.0,,0
2023-07-28,5.0,25.0,2.0,55.0,3.0,3.2,0,0.0,4.0,14.399999999999999,0.0,0.0,0.0,0.0,0.0,5.2,0,0.762,0.0,2023-07,0.0,0.0,,0
2023-07-29,3.0,0.0,0.0,0.0,0.0,5.5,0,13.0,5.0,26.4,6.0,3.0,0.0,0.0,0.0,24.6,0,1.27,1.9,2023-07,0.0,0.0,,0
2023-07-30,0.0,0.0,1.0,0.0,17.0,0.0,0,3.4,14.0,36.4,16.0,9.0,3.3,0.0,0.0,8.2,0,5.08,6.0,2023-07,0.0,0.0,,0
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.762,1.1,2023-07,0.0,0.0,,0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-04,0.0,0.0,0.0,0.0,16.0,2.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-05,0.0,0.0,2.0,0.0,8.0,31.0,0,32.0,16.0,2.2,0.0,6.0,0.0,0.0,0.0,0.0,0,2.54,0.9,2023-08,0.0,0.0,,0
2023-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,25.0,40.2,4.0,0.0,0.0,0.0,0.0,7.4,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,24.6,10.0,0.0,4.2,0.0,0.0,1.8,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-10,0.0,0.0,0.0,7.0,18.0,2.0,0,8.0,18.2,20.2,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0,16.0,7.3,16.4,41.2,9.4,16.0,0.0,0.0,56.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-12,0.2,1.4,12.2,4.5,9.3,2.0,0,2.0,8.2,12.4,37.0,72.2,5.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-13,0.0,73.0,27.4,2.0,7.4,8.0,0,10.0,25.1,34.0,10.0,3.2,25.0,0.0,0.0,4.3,0,2.5,4.0,2023-08,0.0,0.0,,0
2023-08-14,0.0,1.0,0.0,2.2,25.0,8.0,0,1.5,4.6,8.2,13.4,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,2023-08,0.0,0.0,,0
2023-08-15,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-18,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-19,0.0,3.4,2.0,0.0,7.0,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.4,16.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.1,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0,25.0,28.1,34.2,34.2,23.4,25.2,0.0,0.0,18.0,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-26,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,8.2,4.2,2.1,2.0,0.0,0.0,2.4,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-27,0.0,1.6,8.0,13.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.2,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-28,0.0,0.0,0.0,0.0,0.0,3.0,0,16.0,16.400000000000002,64.6,0.0,0.0,4.0,0.0,0.0,7.8,0,1.0,0.0,2023-08,0.0,0.0,,0
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.2,2.2,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,2023-08,0.0,0.0,,0
2023-09-01,22.86,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.4,9.2,26.4,0.0,0.0,18.4,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-02,2.54,0.0,0.0,0.0,0.0,3.0,0,0.0,4.0,18.2,25.0,28.0,16.2,0.0,0.0,7.4,0,1.27,2.0,2023-09,0.0,,0.0,0
2023-09-03,0.0,0.0,0.0,12.0,13.0,8.0,0,4.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-04,5.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-05,12.7,13.1,0.0,0.0,0.0,10.0,0,16.0,22.0,8.2,4.2,2.0,0.0,0.0,0.0,1.6,0,1.27,0.4,2023-09,0.0,,0.0,0
2023-09-06,3.0,4.0,4.2,8.0,32.0,30.0,0,24.0,60.0,38.6,12.4,10.0,3.5,0.0,0.0,25.599999999999998,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-07,0.0,2.5,6.2,5.0,0.0,1.2,0,2.5,6.0,0.0,0.0,0.0,5.3,0.0,0.0,0.8,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.08,0.2,2023-09,0.0,,0.0,0
2023-09-11,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.54,0.8,2023-09,0.0,,0.0,0
2023-09-12,1.0,0.0,0.0,0.0,3.0,23.2,0,8.0,32.0,25.0,9.4,2.0,3.0,0.0,0.0,24.6,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-13,0.0,0.0,0.0,0.0,1.5,0.3,0,22.0,24.0,22.0,2.8,0.0,0.0,0.0,0.0,1.2000000000000002,0,6.96,0.2,2023-09,0.0,,0.0,0
2023-09-14,0.0,30.0,42.0,14.0,0.0,2.3,0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-16,0.0,0.0,0.0,0.0,0.0,2.0,0,2.0,13.3,28.3,15.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-17,63.6,0.0,0.0,1.5,2.6,1.3,0,25.0,30.3,18.0,0.0,0.0,0.0,0.0,0.0,1.8,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-18,10.16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,11.0,0,1.524,0.58,2023-09,0.0,,0.0,0
2023-09-19,15.24,0.0,0.0,0.0,7.3,9.0,0,27.0,46.2,15.4,6.2,8.6,5.2,0.0,0.0,3.4,0,0.0,0.0,2023-09,0.0,,35.5,0
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,2.3,2.4,1.8,2.0,0.0,0.0,0.0,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-21,2.2,9.0,1.0,0.0,2.3,14.2,0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,8.600000000000001,0,0.5,0.0,2023-09,0.0,,3.2,0
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1.0,0.0,2023-09,0.0,,0.0,0
2023-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.2,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-24,0.0,0.0,1.0,13.0,10.0,2.0,0,0.0,10.3,2.2,10.2,8.2,6.0,0.0,0.0,0.0,0,8.8,0.9,2023-09,0.0,,1.1,0
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,0.0,2023-09,0.0,,0.0,0
2023-09-26,0.0,13.0,40.0,38.0,68.2,24.0,0,26.0,64.0,8.4,4.2,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,2023-09,0.0,,0.0,0
2023-09-27,15.24,0.0,1.0,3.0,0.0,1.0,0,11.0,8.2,28.4,10.5,60.1,6.1,0.0,0.0,6.2,0,0.0,0.0,2023-09,0.0,,3.0,0
2023-09-28,7.5,15.3,42.0,10.5,9.2,30.0,0,0.0,0.0,12.2,14.0,0.0,6.0,0.0,0.0,0.5,0,0.0,0.0,2023-09,0.0,,14.5,0
2023-09-29,0.0,102.2,39.0,70.0,90.0,74.0,0,47.5,90.0,18.6,40.0,20.4,6.4,0.0,0.0,5.6,0,2.0,4.0,2023-09,0.0,,0.0,0
2023-09-30,0.0,9.4,12.0,15.5,9.0,16.0,0,12.0,8.0,18.599999999999998,7.0,0.0,2.1,0.0,0.0,26.0,0,6.6,7.0,2023-09,0.0,,4.2,0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-10,0.0,,0.0,0
2023-10-01,0.0,26.4,6.0,0.0,0.0,0.0,0,0.0,40.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-10,0.0,,0.0,0
2023-10-02,10.16,0.0,2.0,0.0,2.0,5.0,0,0.0,2.0,4.0,0.0,2.0,1.2,0.0,0.0,10.0,0,1.3,2.0,2023-10,0.0,,104.0,0
2023-10-03,5.08,1.5,2.0,9.8,7.0,6.0,0,4.0,0.0,10.2,2.0,2.0,6.4,0.0,0.0,2.2,0,0.0,0.0,2023-10,0.0,,2.3,0
2023-10-04,18.0,0.3,3.0,2.3,5.0,2.0,0,0.0,22.0,2.2,0.0,8.0,4.1,0.0,0.0,16.0,0,31.0,32.0,2023-10,0.0,,3.0,0
2023-10-05,0.0,0.0,4.0,4.6,33.2,32.0,0,36.0,35.0,25.2,6.0,0.0,4.2,0.0,0.0,0.2,0,0.0,4.0,2023-10,0.0,,3.8,0
2023-10-06,0.0,8.4,21.0,6.5,5.0,2.2,0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0,0.0,0.0,2023-10,0.0,,48.0,0
2023-10-07,0.0,0.0,2.0,0.0,8.2,0.3,0,0.0,0.0,12.600000000000001,2.0,2.2,6.3,0.0,0.0,0.2,0,0.0,0.0,2023-10,0.0,,3.8,0
2023-10-08,1.0,0.0,13.0,0.0,6.5,0.3,0,2.0,0.0,2.2,0.0,0.0,2.1,0.0,0.0,12.2,0,0.0,0.0,2023-10,0.0,,14.5,0
2023-10-09,7.62,35.0,21.2,60.6,67.5,58.0,0,75.0,85.0,48.0,23.0,30.0,17.3,0.0,0.0,8.0,0,33.0,34.0,2023-10,0.0,,22.5,0
2023-10-10,32.0,3.0999999999999996,2.0,9.2,2.4,4.2,0,6.0,14.0,24.3,30.0,37.0,6.300000000000001,0.0,0.0,18.4,0,27.0,26.0,2023-10,0.0,,24.0,0
2023-10-11,7.62,0.0,0.0,3.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,6.2,0,13.0,14.0,2023-10,0.0,,8.2,0
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,2023-10,0.0,,8.4,0
2023-10-13,0.0,1.4,0.0,6.0,4.0,0.0,0,2.0,2.1,0.0,6.6,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-10,0.0,,7.3,0
