Fecha,Obrador Kiteni,PS#1,KP-7+400,KP 018+000,KP 030+000,KP 040+000,KP 043+600,KP 046+100,KP 050+000,KP 057+000,KP 064+000,KP 071+000,KP 082+000,KP 090+000,KP 095+000,PS#2,KP 142+000,KP-181+900,KP 184+039,PS#3,PS#4/XV10007,Mes,Ruptura
2021-06-01,0.0,4.2,16.5,24.0,5.2,12.0,36.5,34.4,30.2,28.1,7.0,2.2,0.8,0.0,0.0,8.8,0.0,2.6,0.0,2.0,2.0,2021-06,0
2021-06-02,0.0,0.0,1.3,0.0,0.4,6.2,0.0,0.0,2.0,4.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,2.6,0.0,0.0,2.6,2021-06,0
2021-06-03,0.0,5.4,3.3,2.0,2.4,2.8,3.5,3.0,7.0,19.0,6.0,8.6,6.2,2.0,0.4,1.5,0.1,0.0,0.0,0.0,0.0,2021-06,0
2021-06-04,0.0,4.8,16.5,6.0,10.399999999999999,20.2,44.5,28.599999999999998,2.4,28.0,2.3,3.4,10.2,5.8,15.4,1.6,0.4,6.2,0.0,4.0,2.6,2021-06,0
2021-06-05,0.0,0.4,0.0,0.0,0.4,16.8,4.3,4.4,0.0,2.0,1.0,0.0,1.2000000000000002,1.0,4.1,7.5,0.30000000000000004,24.2,0.0,6.2,7.4,2021-06,0
2021-06-06,0.0,23.4,57.3,10.0,0.8,14.399999999999999,3.5,18.2,34.0,26.0,9.2,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2021-06,0
2021-06-07,0.0,0.0,0.0,0.0,0.2,0.0,2.3,23.2,27.0,53.0,4.0,0.0,1.2000000000000002,0.0,0.2,6.2,0.8,8.2,0.0,4.2,0.0,2021-06,0
2021-06-08,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.6,5.6,11.2,4.0,0.1,2.0,0.0,0.0,0.0,2021-06,0
2021-06-09,0.0,0.0,2.4,0.0,3.5,18.4,26.5,42.6,36.0,46.0,4.3,2.4,4.199999999999999,3.8000000000000003,20.4,18.7,23.0,2.6,0.0,0.0,2.0,2021-06,0
2021-06-10,0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.2,0.0,3.0,0.0,0.0,0.6000000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-11,0.0,1.2,6.0,24.0,63.6,90.0,104.0,93.60000000000001,100.1,84.0,83.2,13.2,0.2,6.3,5.4,4.2,25.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-12,0.0,14.0,3.2,8.0,103.5,13.2,12.3,10.4,15.0,43.0,33.1,32.6,16.6,27.4,13.3,18.3,55.7,16.2,0.0,14.8,6.2,2021-06,0
2021-06-13,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,12.6,0.0,8.2,4.2,2021-06,0
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,2.0,2021-06,0
2021-06-15,0.0,0.0,0.0,0.0,4.6,1.6,0.5,2.2,1.8,6.0,3.1,0.0,0.2,0.0,0.0,19.1,8.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-16,0.0,0.0,0.0,3.0,6.8,0.0,12.0,9.0,25.1,52.0,37.0,8.9,0.2,2.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-17,0.0,0.0,0.0,2.0,16.799999999999997,34.0,60.3,30.0,50.2,21.0,15.2,1.2,1.0,0.0,2.1,8.6,6.3,0.0,0.0,0.0,0.0,2021-06,0
2021-06-18,0.0,1.1,9.2,24.0,18.599999999999998,11.0,20.5,22.0,12.6,7.0,4.0,3.5,0.0,1.6,0.0,3.0,0.6,0.0,0.0,1.0,1.0,2021-06,0
2021-06-19,0.0,0.0,0.0,0.0,1.2,1.2,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-20,0.0,0.0,0.0,0.0,0.8,1.0,3.0,2.0,1.2,2.0,1.0,0.0,4.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,2021-06,0
2021-06-21,0.0,0.0,0.0,0.0,1.8,1.1,0.0,0.0,2.8,5.0,2.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-22,0.0,0.0,3.0,0.3,16.8,1.2,1.4,2.0,0.0,4.0,0.0,2.1,0.3,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-23,0.0,0.0,11.2,4.5,23.2,3.1,1.5,3.2,9.6,7.0,0.0,1.3,0.7,2.0,0.5,1.0,2.3,0.0,0.0,0.0,0.0,2021-06,0
2021-06-24,0.0,0.0,0.0,3.2,2.4,23.2,17.0,9.0,0.0,7.2,0.0,1.3,10.0,4.1,17.2,0.4,0.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-25,0.0,0.0,0.0,2.1,0.5,4.0,1.2,19.2,51.2,24.0,12.0,1.2,0.5,1.0,5.3,0.0,2.0,0.0,0.0,1.0,2.5,2021-06,0
2021-06-26,0.0,0.0,1.2,0.4,25.0,0.0,0.0,0.8,6.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2021-06,0
2021-06-27,0.0,0.0,3.8,0.0,0.0,2.8,10.2,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06,0
2021-06-28,0.0,16.0,6.4,0.4,10.0,26.4,25.4,22.0,43.6,35.0,35.0,1.3,0.2,0.0,1.2,0.4,37.0,0.0,0.0,1.5,1.5,2021-06,0
2021-06-29,0.0,22.2,29.0,1.2,6.5,7.2,9.700000000000001,30.200000000000003,20.8,92.0,16.0,23.0,10.3,1.4,1.4,0.1,0.0,0.0,0.0,2.0,2.0,2021-06,0
2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06,0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2021-07,0
2021-07-02,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2021-07,0
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.0,0.0,0.0,13.8,8.4,0.0,0.1,0.0,0.0,0.0,0.0,2021-07,0
2021-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.4,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-11,0.0,2.8,72.0,25.0,5.6,6.4,35.8,25.0,49.8,116.4,87.0,25.0,30.0,34.6,9.4,19.0,8.4,0.0,0.0,0.0,0.0,2021-07,0
2021-07-12,0.0,46.0,64.4,14.6,8.4,0.3,13.0,1.0,16.2,15.2,5.0,6.0,12.0,16.4,9.0,10.0,1.0,4.2,0.0,5.0,6.0,2021-07,0
2021-07-13,0.0,7.0,0.0,0.0,1.2,0.0,3.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.6,0.0,14.2,6.6,2021-07,0
2021-07-14,0.0,0.0,0.0,0.1,0.0,8.0,0.0,0.2,1.6,9.2,0.0,0.0,0.2,5.8,2.6,3.2,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-15,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,6.6,0.4,2.4,0.0,0.0,0.0,0.0,2021-07,0
2021-07-16,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,1.2,4.2,2.0,0.0,12.0,18.2,2.4,0.0,0.0,19.4,0.0,6.800000000000001,4.2,2021-07,0
2021-07-17,0.0,0.0,0.0,0.1,0.0,0.0,1.3,0.0,10.8,7.4,0.0,0.0,0.0,0.0,0.0,2.1,1.2,16.6,0.0,2.6,2.6,2021-07,0
2021-07-18,0.0,53.0,84.6,0.22,50.1,25.0,18.1,16.4,20.2,36.8,16.0,9.0,12.0,7.0,0.0,23.02,3.8,0.0,0.0,0.0,0.0,2021-07,0
2021-07-19,0.0,13.1,9.6,5.3,2.2,8.1,8.700000000000001,9.0,18.0,13.8,4.0,12.0,0.6000000000000001,0.0,0.0,8.0,4.2,24.6,0.0,11.0,4.2,2021-07,0
2021-07-20,0.0,0.0,0.6,1.0,0.0,0.6,0.0,0.8,4.2,5.8,2.0,3.0,0.3,0.0,0.0,1.0,0.0,29.4,0.0,10.8,12.4,2021-07,0
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,8.8,6.0,2021-07,0
2021-07-22,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,11.0,10.0,2021-07,0
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,6.2,2.0,2021-07,0
2021-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-28,0.0,0.0,1.5,0.2,70.0,27.0,27.0,6.2,24.0,25.3,75.0,10.0,0.0,10.0,1.8,7.0,7.2,0.0,0.0,0.0,0.0,2021-07,0
2021-07-29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.5,4.0,2021-07,0
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07,0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2021-08,0
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,8.0,6.0,2021-08,0
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.5,2021-08,0
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2021-08,0
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,2021-08,0
2021-08-12,0.0,0.0,0.0,0.0,0.2,4.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-13,0.0,7.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.5,4.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.4,20.4,0.0,0.0,0.0,0.0,2021-08,0
2021-08-16,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,7.0,9.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-17,0.0,1.6,0.0,5.0,0.0,0.0,0.0,0.0,37.0,2.2,22.0,0.1,0.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,4.3,10.4,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-19,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-20,0.0,0.0,12.8,5.0,11.3,39.6,0.0,29.700000000000003,0.0,0.0,4.0,0.0,0.0,0.0,4.2,0.0,0.0,2.5,0.0,0.0,0.0,2021-08,0
2021-08-21,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8.3,0.0,4.2,26.0,4.2,18.0,11.2,70.4,1.2,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-25,0.0,7.0,5.6,16.0,27.0,24.0,0.0,41.0,36.0,31.1,25.0,0.0,0.0,0.0,1.4,3.1,25.2,0.0,0.0,1.5,1.5,2021-08,0
2021-08-26,0.0,0.0,0.0,0.0,0.1,2.2,0.0,5.8,11.3,22.3,23.0,50.2,52.0,51.2,50.4,20.3,25.1,1.0,0.0,0.0,0.0,2021-08,0
2021-08-27,0.0,6.8,11.2,0.0,0.0,14.2,0.0,11.7,6.0,8.0,11.0,28.4,34.2,15.2,13.8,10.2,4.1,10.0,0.0,5.0,5.0,2021-08,0
2021-08-28,0.0,1.2,0.0,0.0,0.1,0.0,0.0,1.4,1.0,0.6,0.0,0.0,0.0,0.0,4.4,5.3,14.3,2.0,0.0,3.0,3.0,2021-08,0
2021-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,1.4,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2021-08,0
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,5.0,8.2,1.8,8.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-09-02,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,8.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-09,0
2021-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,72.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,2021-09,0
2021-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8,0.8,1.1,2.1,8.0,0.0,9.0,9.0,2021-09,0
2021-09-06,0.0,15.8,34.4,35.0,25.3,24.2,0.0,13.4,10.0,10.1,1.0,6.0,10.8,12.8,12.0,3.0,3.2,4.0,0.0,17.0,17.0,2021-09,0
2021-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2021-09,0
2021-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,6.9,21.0,50.4,35.5,12.4,8.1,23.7,25.2,4.0,0.0,0.0,0.0,2021-09,0
2021-09-09,0.0,3.0,6.0,31.8,23.4,18.5,0.0,13.0,14.2,15.8,14.3,16.599999999999998,6.199999999999999,6.8,11.0,2.0,10.8,0.5,0.0,2.8,3.2,2021-09,0
2021-09-10,0.0,11.2,5.8,19.4,8.4,5.4,0.0,35.9,43.0,17.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,16.0,16.0,2021-09,0
2021-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.7,7.0,2021-09,0
2021-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.6,2.4,15.3,2.5,0.0,0.0,0.0,0.0,2021-09,0
2021-09-13,0.0,0.0,0.0,0.0,0.4,1.5,0.0,1.3,1.3,0.0,24.0,0.0,2.2,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-09-14,0.0,27.0,16.0,8.6,4.3,2.9,0.0,8.4,11.3,5.3,3.3,3.2,1.2,0.0,0.0,2.2,0.0,4.0,0.0,7.0,7.5,2021-09,0
2021-09-15,0.0,0.0,0.0,0.0,8.399999999999999,1.5,0.0,0.0,0.0,1.0,2.0,3.0,11.2,14.2,15.2,20.7,2.2,3.7,0.0,5.8,6.0,2021-09,0
2021-09-16,0.0,3.0,1.2,3.0,4.0,2.2,0.0,6.4,9.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.1,8.0,2021-09,0
2021-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,13.2,0.0,6.0,0.0,0.0,0.0,4.7,2.1,0.0,0.0,0.0,0.0,2021-09,0
2021-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,2021-09,0
2021-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2021-09,0
2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,14.0,8.0,0.0,18.5,21.0,2021-09,0
2021-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2021-09,0
2021-09-23,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-09-25,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-09-26,0.0,0.0,0.8,1.8,0.0,12.0,0.0,2.4,9.3,21.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-09-27,0.0,0.0,2.4,16.4,18.2,15.0,0.0,6.8,2.2,1.2,0.0,2.5,0.0,0.0,1.1,9.3,0.0,3.0,0.0,5.0,5.5,2021-09,0
2021-09-28,0.0,1.2,10.2,3.6,26.2,6.0,0.0,12.4,10.2,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,9.0,2021-09,0
2021-09-29,0.0,3.2,7.2,7.6,10.2,3.0,0.0,2.4,1.0,3.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,24.0,24.0,2021-09,0
2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09,0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2021-10,0
2021-10-02,0.0,0.0,0.0,1.4,4.4,4.0,0.0,18.5,32.2,15.0,19.6,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2021-10,0
2021-10-03,0.0,0.0,4.8,4.0,1.4,4.1,0.0,5.3,6.0,9.0,8.0,2.5,10.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2021-10,0
2021-10-04,0.0,0.0,0.4,3.0,4.4,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,22.0,15.7,8.0,0.0,0.0,2.0,2.0,2021-10,0
2021-10-05,0.0,17.3,10.6,7.0,23.2,11.0,0.0,26.7,56.2,49.0,23.4,26.0,43.0,18.0,20.4,27.0,16.0,0.0,0.0,12.0,10.0,2021-10,0
2021-10-06,0.0,3.3,5.2,5.0,7.4,21.0,0.0,45.400000000000006,25.3,19.6,7.0,24.3,0.0,6.0,3.4,0.0,6.0,0.0,0.0,4.0,2.0,2021-10,0
2021-10-07,0.0,0.0,0.0,0.0,12.3,24.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2021-10,0
2021-10-08,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,14.0,0.0,0.0,4.0,2.0,2021-10,0
2021-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,38.0,0.0,0.0,2021-10,0
2021-10-10,0.0,0.0,7.2,10.0,9.6,27.0,0.0,21.4,5.1,28.0,6.3,0.0,2.4,6.0,12.4,1.0,6.0,0.0,148.0,0.0,0.0,2021-10,0
2021-10-11,0.0,3.8,0.0,0.0,1.4,0.0,0.0,0.0,4.0,12.0,19.6,12.0,2.6,0.0,1.0,0.0,0.0,0.0,32.4,10.0,8.0,2021-10,0
2021-10-12,0.0,0.0,5.8,24.0,60.4,65.0,0.0,33.2,43.4,75.0,8.4,50.0,26.0,20.0,25.3,5.0,1.5,0.0,57.2,0.0,0.0,2021-10,0
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2021-10,0
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,45.4,20.6,24.2,2.2,0.0,0.0,22.2,9.9,0.0,4.0,0.0,0.0,2021-10,0
2021-10-15,0.0,1.5,1.2,12.0,6.4,16.0,0.0,31.4,58.199999999999996,49.400000000000006,19.799999999999997,3.4,2.3,4.0,0.0,2.2,14.0,3.2,2.1,2.1,2.3,2021-10,0
2021-10-16,0.0,0.0,0.0,0.0,5.0,10.8,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.0,0.3,0.0,0.0,2021-10,0
2021-10-17,0.0,11.4,54.4,24.0,20.3,17.2,0.0,30.2,55.2,34.0,14.6,12.4,2.5,12.0,24.3,5.0,0.2,0.0,10.0,2.0,2.5,2021-10,0
